occ_code,occ_title,major_code,major_group_title,risk_index,automation_prob,ai_exposure_score,emp_trend_risk,wage_stagnation_risk,risk_tier,score_source,education_req,national_employment
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",41,Sales and Related,0.3775,0.25,0.3875,0.6309,0.3627,Medium,actual,Bachelor's degree,284800
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",41,Sales and Related,0.4408,0.25,0.6408,0.6309,0.3627,Medium,actual,Bachelor's degree,284800
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",41,Sales and Related,0.7449,0.85,0.6233,0.6184,0.8361,High,actual,High school diploma or equivalent,1238190
41-9011,Demonstrators and Product Promoters,41,Sales and Related,0.496,0.51,0.4342,0.7953,0.1625,Medium,actual,High school diploma or equivalent,64520
41-9012,Models,41,Sales and Related,0.4942,0.98,0.1975,0.2632,0.0014,Medium,actual,No formal educational credential,3780
41-9021,Real Estate Brokers,41,Sales and Related,0.7574,0.97,0.6825,0.2618,0.9762,High,actual,High school diploma or equivalent,46100
41-9022,Real Estate Sales Agents,41,Sales and Related,0.6787,0.86,0.6333,0.1741,0.944,Medium,actual,High school diploma or equivalent,193370
41-9031,Sales Engineers,41,Sales and Related,0.4344,0.0041,0.6033,0.8036,0.8081,Medium,actual,Bachelor's degree,51790
41-9041,Telemarketers,41,Sales and Related,0.8178,0.99,0.6875,0.9903,0.3459,High,actual,No formal educational credential,58430
41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",41,Sales and Related,0.7376,0.94,0.3858,0.9958,0.4398,High,actual,No formal educational credential,2760
41-9099,"Sales and Related Workers, All Other",41,Sales and Related,0.5796,0.855,0.5,0.5265,0.049,Medium,imputed,,93180
43-1011,First-Line Supervisors of Office and Administrative Support Workers,43,Office and Administrative Support,0.3997,0.014,0.7633,0.5279,0.6513,Medium,actual,High school diploma or equivalent,1436680
43-2011,"Switchboard Operators, Including Answering Service",43,Office and Administrative Support,0.731,0.96,0.4875,0.968,0.2101,High,actual,High school diploma or equivalent,34280
43-2021,Telephone Operators,43,Office and Administrative Support,0.8727,0.97,0.6608,0.9053,0.923,High,actual,High school diploma or equivalent,3430
43-2099,"Communications Equipment Operators, All Other",43,Office and Administrative Support,0.7017,0.945,0.5,0.9471,0.0616,High,imputed,,1200
43-3011,Bill and Account Collectors,43,Office and Administrative Support,0.7742,0.95,0.5642,0.9276,0.451,High,actual,High school diploma or equivalent,158830
43-3021,Billing and Posting Clerks,43,Office and Administrative Support,0.758,0.96,0.6767,0.7173,0.409,High,actual,High school diploma or equivalent,404060
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",43,Office and Administrative Support,0.7645,0.98,0.6583,0.6616,0.5042,High,actual,"Some college, no degree",1373680
43-3041,Gambling Cage Workers,43,Office and Administrative Support,0.4521,0.39,0.5508,0.6546,0.1835,Medium,actual,High school diploma or equivalent,14430
43-3051,Payroll and Timekeeping Clerks,43,Office and Administrative Support,0.7065,0.97,0.7192,0.39,0.4048,High,actual,High school diploma or equivalent,153140
43-3061,Procurement Clerks,43,Office and Administrative Support,0.8239,0.98,0.6675,0.7632,0.7493,High,actual,High school diploma or equivalent,55810
43-3071,Tellers,43,Office and Administrative Support,0.7573,0.98,0.6942,0.8802,0.105,High,actual,High school diploma or equivalent,329480
43-3099,"Financial Clerks, All Other",43,Office and Administrative Support,0.6093,0.945,0.5,0.227,0.4062,Medium,imputed,,36260
43-4011,Brokerage Clerks,43,Office and Administrative Support,0.7628,0.98,0.6225,0.915,0.2143,High,actual,High school diploma or equivalent,35940
43-4021,Correspondence Clerks,43,Office and Administrative Support,0.776,0.86,0.6808,0.8078,0.6681,High,actual,High school diploma or equivalent,4290
43-4031,"Court, Municipal, and License Clerks",43,Office and Administrative Support,0.4619,0.46,0.6958,0.1476,0.4958,Medium,actual,High school diploma or equivalent,179750
43-4041,"Credit Authorizers, Checkers, and Clerks",43,Office and Administrative Support,0.851,0.97,0.7433,0.9847,0.535,High,actual,High school diploma or equivalent,12030
43-4051,Customer Service Representatives,43,Office and Administrative Support,0.6013,0.55,0.7242,0.6462,0.4734,Medium,actual,High school diploma or equivalent,2595750
43-4061,"Eligibility Interviewers, Government Programs",43,Office and Administrative Support,0.6538,0.7,0.7992,0.2869,0.7773,Medium,actual,High school diploma or equivalent,154800
43-4071,File Clerks,43,Office and Administrative Support,0.8063,0.97,0.8183,0.9025,0.2213,High,actual,High school diploma or equivalent,73440
43-4081,"Hotel, Motel, and Resort Desk Clerks",43,Office and Administrative Support,0.6424,0.94,0.6192,0.4889,0.0924,Medium,actual,High school diploma or equivalent,261420
43-4111,"Interviewers, Except Eligibility and Loan",43,Office and Administrative Support,0.7901,0.94,0.825,0.8301,0.2787,High,actual,High school diploma or equivalent,148060
43-4121,"Library Assistants, Clerical",43,Office and Administrative Support,0.6633,0.95,0.5808,0.5432,0.1961,Medium,actual,High school diploma or equivalent,85520
43-4131,Loan Interviewers and Clerks,43,Office and Administrative Support,0.794,0.92,0.7225,0.8468,0.507,High,actual,High school diploma or equivalent,164790
43-4141,New Accounts Clerks,43,Office and Administrative Support,0.6908,0.99,0.4825,0.6755,0.2605,Medium,actual,High school diploma or equivalent,36860
43-4151,Order Clerks,43,Office and Administrative Support,0.8246,0.98,0.8183,0.9708,0.2255,High,actual,High school diploma or equivalent,75200
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",43,Office and Administrative Support,0.8131,0.9,0.7767,0.8621,0.577,High,actual,Associate's degree,90220
43-4171,Receptionists and Information Clerks,43,Office and Administrative Support,0.7093,0.96,0.5158,0.6992,0.3768,High,actual,High school diploma or equivalent,910180
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,43,Office and Administrative Support,0.6648,0.61,0.6608,0.6574,0.8277,Medium,actual,High school diploma or equivalent,118710
43-4199,"Information and Record Clerks, All Other",43,Office and Administrative Support,0.747,0.945,0.5,0.7019,0.6905,High,imputed,,134920
43-5011,Cargo and Freight Agents,43,Office and Administrative Support,0.7137,0.99,0.575,0.3983,0.6289,High,actual,High school diploma or equivalent,97670
43-5011,Cargo and Freight Agents,43,Office and Administrative Support,0.7562,0.99,0.745,0.3983,0.6289,High,actual,High school diploma or equivalent,97670
43-5021,Couriers and Messengers,43,Office and Administrative Support,0.6726,0.94,0.5192,0.6448,0.2521,Medium,actual,High school diploma or equivalent,68640
43-5031,Public Safety Telecommunicators,43,Office and Administrative Support,0.5248,0.49,0.8208,0.3635,0.3389,Medium,actual,High school diploma or equivalent,102500
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",43,Office and Administrative Support,0.7004,0.96,0.5983,0.4666,0.4902,High,actual,High school diploma or equivalent,202810
43-5041,"Meter Readers, Utilities",43,Office and Administrative Support,0.7896,0.85,0.6617,0.9429,0.6373,High,actual,High school diploma or equivalent,19430
43-5051,Postal Service Clerks,43,Office and Administrative Support,0.7558,0.95,0.5917,0.585,0.7395,High,actual,High school diploma or equivalent,73720
43-5052,Postal Service Mail Carriers,43,Office and Administrative Support,0.5754,0.68,0.3125,0.5474,0.7717,Medium,actual,High school diploma or equivalent,328820
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",43,Office and Administrative Support,0.6555,0.79,0.4433,0.4721,0.895,Medium,actual,High school diploma or equivalent,105200
43-5061,"Production, Planning, and Expediting Clerks",43,Office and Administrative Support,0.6717,0.88,0.6583,0.305,0.6275,Medium,actual,High school diploma or equivalent,390160
43-5071,"Shipping, Receiving, and Inventory Clerks",43,Office and Administrative Support,0.6048,0.98,0.5683,0.1657,0.2507,Medium,actual,High school diploma or equivalent,816870
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",43,Office and Administrative Support,0.745,0.95,0.7633,0.7786,0.1232,High,actual,High school diploma or equivalent,53300
43-6011,Executive Secretaries and Executive Administrative Assistants,43,Office and Administrative Support,0.7244,0.86,0.6325,0.7827,0.4384,High,actual,High school diploma or equivalent,459910
43-6012,Legal Secretaries and Administrative Assistants,43,Office and Administrative Support,0.8331,0.98,0.7625,0.6852,0.7563,High,actual,High school diploma or equivalent,156280
43-6013,Medical Secretaries and Administrative Assistants,43,Office and Administrative Support,0.5948,0.81,0.7375,0.0237,0.5448,Medium,actual,High school diploma or equivalent,961610
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",43,Office and Administrative Support,0.7449,0.96,0.5692,0.8022,0.388,High,actual,High school diploma or equivalent,1706790
43-9021,Data Entry Keyers,43,Office and Administrative Support,0.8322,0.99,0.7883,0.8593,0.4482,High,actual,High school diploma or equivalent,127080
43-9022,Word Processors and Typists,43,Office and Administrative Support,0.7556,0.81,0.6208,0.9095,0.6303,High,actual,High school diploma or equivalent,35010
43-9031,Desktop Publishers,43,Office and Administrative Support,0.4509,0.16,0.5783,0.993,0.2913,Medium,actual,Associate's degree,3350
43-9041,Insurance Claims and Policy Processing Clerks,43,Office and Administrative Support,0.8123,0.98,0.6825,0.8175,0.5742,High,actual,High school diploma or equivalent,214260
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",43,Office and Administrative Support,0.727,0.94,0.4417,0.9192,0.3782,High,actual,High school diploma or equivalent,55230
43-9061,"Office Clerks, General",43,Office and Administrative Support,0.7255,0.96,0.5783,0.7493,0.3137,High,actual,High school diploma or equivalent,2464940
43-9071,"Office Machine Operators, Except Computer",43,Office and Administrative Support,0.7678,0.92,0.4708,0.961,0.5994,High,actual,High school diploma or equivalent,25130
43-9081,Proofreaders and Copy Markers,43,Office and Administrative Support,0.7384,0.84,0.6217,0.9721,0.3501,High,actual,Bachelor's degree,4580
43-9111,Statistical Assistants,43,Office and Administrative Support,0.8024,0.66,0.8,0.9777,0.9524,High,actual,Bachelor's degree,4710
43-9199,"Office and Administrative Support Workers, All Other",43,Office and Administrative Support,0.665,0.945,0.5,0.5209,0.3852,Medium,imputed,,192260
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45,"Farming, Fishing, and Forestry",0.5013,0.57,0.59,0.1323,0.6625,Medium,actual,High school diploma or equivalent,27960
45-2011,Agricultural Inspectors,45,"Farming, Fishing, and Forestry",0.7417,0.94,0.69,0.3538,0.8165,High,actual,Bachelor's degree,14410
45-2021,Animal Breeders,45,"Farming, Fishing, and Forestry",0.7417,0.95,0.5217,0.9304,0.3011,High,actual,High school diploma or equivalent,1330
45-2041,"Graders and Sorters, Agricultural Products",45,"Farming, Fishing, and Forestry",0.4896,0.41,0.4825,0.9081,0.1555,Medium,actual,No formal educational credential,25180
45-2091,Agricultural Equipment Operators,45,"Farming, Fishing, and Forestry",0.5687,0.83,0.5233,0.3454,0.2451,Medium,imputed,,28500
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45,"Farming, Fishing, and Forestry",0.5986,0.83,0.5342,0.6086,0.0756,Medium,imputed,,265500
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",45,"Farming, Fishing, and Forestry",0.6452,0.83,0.575,0.7033,0.1919,Medium,imputed,,32810
45-2099,"Agricultural Workers, All Other",45,"Farming, Fishing, and Forestry",0.6928,0.83,0.5,0.9582,0.2941,Medium,imputed,,3620
45-4011,Forest and Conservation Workers,45,"Farming, Fishing, and Forestry",0.6656,0.87,0.5675,0.7841,0.1261,Medium,actual,High school diploma or equivalent,6050
45-4021,Fallers,45,"Farming, Fishing, and Forestry",0.6652,0.76,0.205,0.8997,0.8669,Medium,actual,High school diploma or equivalent,3130
45-4022,Logging Equipment Operators,45,"Farming, Fishing, and Forestry",0.6396,0.79,0.3775,0.7646,0.5084,Medium,actual,High school diploma or equivalent,21060
45-4023,Log Graders and Scalers,45,"Farming, Fishing, and Forestry",0.7826,0.97,0.6558,0.6114,0.7227,High,actual,High school diploma or equivalent,3070
45-4029,"Logging Workers, All Other",45,"Farming, Fishing, and Forestry",0.7128,0.83,0.5,0.9735,0.4076,High,imputed,,1700
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,47,Construction and Extraction,0.3394,0.17,0.5892,0.0933,0.7031,Medium,actual,High school diploma or equivalent,812210
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,47,Construction and Extraction,0.3213,0.17,0.5167,0.0933,0.7031,Medium,actual,High school diploma or equivalent,812210
47-2011,Boilermakers,47,Construction and Extraction,0.6493,0.68,0.5108,0.851,0.5294,Medium,actual,High school diploma or equivalent,10190
47-2021,Brickmasons and Blockmasons,47,Construction and Extraction,0.6904,0.82,0.495,0.7563,0.5826,Medium,actual,High school diploma or equivalent,52550
47-2022,Stonemasons,47,Construction and Extraction,0.6892,0.89,0.49,0.9262,0.1695,Medium,actual,High school diploma or equivalent,7820
47-2031,Carpenters,47,Construction and Extraction,0.624,0.72,0.6033,0.5905,0.4468,Medium,actual,High school diploma or equivalent,670090
47-2041,Carpet Installers,47,Construction and Extraction,0.7009,0.87,0.365,0.9596,0.465,High,actual,No formal educational credential,13780
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",47,Construction and Extraction,0.4938,0.79,0.5117,0.0195,0.3067,Medium,actual,No formal educational credential,23640
47-2043,Floor Sanders and Finishers,47,Construction and Extraction,0.6799,0.87,0.5367,0.7437,0.3263,Medium,actual,No formal educational credential,3720
47-2044,Tile and Stone Setters,47,Construction and Extraction,0.5882,0.75,0.4008,0.6226,0.423,Medium,actual,No formal educational credential,35850
47-2051,Cement Masons and Concrete Finishers,47,Construction and Extraction,0.6463,0.94,0.515,0.3189,0.5182,Medium,actual,No formal educational credential,206170
47-2053,Terrazzo Workers and Finishers,47,Construction and Extraction,0.641,0.88,0.3717,0.9763,0.0056,Medium,actual,High school diploma or equivalent,1180
47-2061,Construction Laborers,47,Construction and Extraction,0.6408,0.88,0.6292,0.3412,0.4216,Medium,actual,No formal educational credential,1096780
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",47,Construction and Extraction,0.61,0.83,0.4108,0.6685,0.2773,Medium,actual,High school diploma or equivalent,41820
47-2072,Pile Driver Operators,47,Construction and Extraction,0.7453,0.82,0.5992,0.8983,0.5854,High,actual,High school diploma or equivalent,2310
47-2073,Operating Engineers and Other Construction Equipment Operators,47,Construction and Extraction,0.6543,0.95,0.6,0.1643,0.6092,Medium,actual,High school diploma or equivalent,478090
47-2081,Drywall and Ceiling Tile Installers,47,Construction and Extraction,0.6067,0.79,0.3042,0.7716,0.402,Medium,actual,No formal educational credential,83080
47-2082,Tapers,47,Construction and Extraction,0.5489,0.62,0.1858,0.8816,0.521,Medium,actual,No formal educational credential,12840
47-2111,Electricians,47,Construction and Extraction,0.3816,0.15,0.6325,0.2396,0.7703,Medium,actual,High school diploma or equivalent,757220
47-2121,Glaziers,47,Construction and Extraction,0.572,0.73,0.5033,0.2507,0.6933,Medium,actual,High school diploma or equivalent,58480
47-2131,"Insulation Workers, Floor, Ceiling, and Wall",47,Construction and Extraction,0.4927,0.83,0.3583,0.0752,0.3739,Medium,actual,No formal educational credential,44440
47-2132,"Insulation Workers, Mechanical",47,Construction and Extraction,0.5441,0.64,0.4125,0.4206,0.6723,Medium,actual,High school diploma or equivalent,25660
47-2141,"Painters, Construction and Maintenance",47,Construction and Extraction,0.5994,0.75,0.5367,0.5056,0.4272,Medium,actual,No formal educational credential,225190
47-2142,Paperhangers,47,Construction and Extraction,0.6604,0.87,0.2925,0.9526,0.3249,Medium,actual,No formal educational credential,1570
47-2151,Pipelayers,47,Construction and Extraction,0.5606,0.62,0.345,0.7061,0.5672,Medium,actual,No formal educational credential,33050
47-2152,"Plumbers, Pipefitters, and Steamfitters",47,Construction and Extraction,0.4377,0.35,0.4983,0.3886,0.6359,Medium,actual,High school diploma or equivalent,465840
47-2152,"Plumbers, Pipefitters, and Steamfitters",47,Construction and Extraction,0.4612,0.35,0.5925,0.3886,0.6359,Medium,actual,High school diploma or equivalent,465840
47-2161,Plasterers and Stucco Masons,47,Construction and Extraction,0.671,0.84,0.4642,0.8217,0.3641,Medium,actual,No formal educational credential,19310
47-2171,Reinforcing Iron and Rebar Workers,47,Construction and Extraction,0.7357,0.9,0.3717,0.8384,0.7675,High,actual,High school diploma or equivalent,13800
47-2181,Roofers,47,Construction and Extraction,0.5937,0.9,0.4383,0.4011,0.2927,Medium,actual,No formal educational credential,135490
47-2211,Sheet Metal Workers,47,Construction and Extraction,0.6734,0.82,0.6208,0.6295,0.4286,Medium,actual,High school diploma or equivalent,119770
47-2221,Structural Iron and Steel Workers,47,Construction and Extraction,0.6655,0.83,0.3233,0.6866,0.7689,Medium,actual,High school diploma or equivalent,68380
47-2231,Solar Photovoltaic Installers,47,Construction and Extraction,0.5489,0.82,0.5458,0.0,0.563,Medium,imputed,,31350
47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",47,Construction and Extraction,0.647,0.83,0.4367,0.9401,0.119,Medium,actual,No formal educational credential,14170
47-3012,Helpers--Carpenters,47,Construction and Extraction,0.6719,0.92,0.4,0.9136,0.1415,Medium,actual,No formal educational credential,21680
47-3013,Helpers--Electricians,47,Construction and Extraction,0.6676,0.74,0.7417,0.7396,0.2549,Medium,actual,High school diploma or equivalent,63630
47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",47,Construction and Extraction,0.6635,0.94,0.2983,0.8747,0.2535,Medium,actual,No formal educational credential,7490
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",47,Construction and Extraction,0.5177,0.57,0.3933,0.7772,0.2395,Medium,actual,High school diploma or equivalent,44330
47-3016,Helpers--Roofers,47,Construction and Extraction,0.604,0.72,0.5092,0.8858,0.077,Medium,actual,No formal educational credential,6030
47-3019,"Helpers, Construction Trades, All Other",47,Construction and Extraction,0.5866,0.82,0.5,0.5724,0.1275,Medium,imputed,,24770
47-4011,Construction and Building Inspectors,47,Construction and Extraction,0.549,0.63,0.7233,0.0682,0.6835,Medium,actual,High school diploma or equivalent,146720
47-4011,Construction and Building Inspectors,47,Construction and Extraction,0.5563,0.63,0.7525,0.0682,0.6835,Medium,actual,High school diploma or equivalent,146720
47-4021,Elevator and Escalator Installers and Repairers,47,Construction and Extraction,0.4687,0.39,0.6242,0.6783,0.1401,Medium,actual,High school diploma or equivalent,23790
47-4031,Fence Erectors,47,Construction and Extraction,0.5919,0.92,0.4092,0.4262,0.2423,Medium,actual,No formal educational credential,24480
47-4041,Hazardous Materials Removal Workers,47,Construction and Extraction,0.5276,0.53,0.6033,0.2201,0.8053,Medium,actual,High school diploma or equivalent,51710
47-4051,Highway Maintenance Workers,47,Construction and Extraction,0.6334,0.87,0.5225,0.4304,0.458,Medium,actual,High school diploma or equivalent,154960
47-4061,Rail-Track Laying and Maintenance Equipment Operators,47,Construction and Extraction,0.6403,0.89,0.5917,0.0905,0.7885,Medium,actual,High school diploma or equivalent,19580
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,47,Construction and Extraction,0.5734,0.83,0.4883,0.2772,0.4258,Medium,actual,No formal educational credential,30650
47-5011,"Derrick Operators, Oil and Gas",47,Construction and Extraction,0.6273,0.8,0.4417,0.5822,0.5364,Medium,actual,No formal educational credential,10590
47-5012,"Rotary Drill Operators, Oil and Gas",47,Construction and Extraction,0.6142,0.53,0.5967,0.883,0.5098,Medium,actual,No formal educational credential,12600
47-5013,"Service Unit Operators, Oil and Gas",47,Construction and Extraction,0.7763,0.93,0.5383,0.7089,0.8529,High,actual,No formal educational credential,43140
47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",47,Construction and Extraction,0.6365,0.82,0.5342,0.5,0.5,Medium,imputed,,34480
47-5023,"Earth Drillers, Except Oil and Gas",47,Construction and Extraction,0.6168,0.82,0.455,0.5,0.5,Medium,imputed,,19450
47-5032,"Explosives Workers, Ordnance Handling Experts, and Blasters",47,Construction and Extraction,0.6784,0.82,0.7017,0.5,0.5,Medium,imputed,,5100
47-5041,Continuous Mining Machine Operators,47,Construction and Extraction,0.5607,0.54,0.4392,0.5613,0.8179,Medium,actual,No formal educational credential,14000
47-5043,"Roof Bolters, Mining",47,Construction and Extraction,0.6203,0.82,0.4692,0.5,0.5,Medium,imputed,,2160
47-5044,"Loading and Moving Machine Operators, Underground Mining",47,Construction and Extraction,0.5849,0.82,0.3275,0.5,0.5,Medium,imputed,,5930
47-5049,"Underground Mining Machine Operators, All Other",47,Construction and Extraction,0.6058,0.82,0.5,0.5306,0.3109,Medium,imputed,,3180
47-5051,"Rock Splitters, Quarry",47,Construction and Extraction,0.6591,0.96,0.3533,0.8928,0.0546,Medium,actual,No formal educational credential,3320
47-5071,"Roustabouts, Oil and Gas",47,Construction and Extraction,0.6693,0.68,0.5492,0.7591,0.7213,Medium,actual,No formal educational credential,44970
47-5081,Helpers--Extraction Workers,47,Construction and Extraction,0.5518,0.37,0.6925,0.9791,0.2325,Medium,actual,High school diploma or equivalent,6700
47-5099,"Extraction Workers, All Other",47,Construction and Extraction,0.7276,0.82,0.5,0.6421,0.9748,High,imputed,,5540
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",49,"Installation, Maintenance, and Repair",0.2974,0.003,0.6783,0.1184,0.6863,Low,actual,High school diploma or equivalent,617500
49-2011,"Computer, Automated Teller, and Office Machine Repairers",49,"Installation, Maintenance, and Repair",0.6826,0.74,0.4358,0.922,0.6218,Medium,actual,"Some college, no degree",65600
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",49,"Installation, Maintenance, and Repair",0.8042,0.93,0.7075,0.7925,0.6457,High,actual,Associate's degree,11140
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",49,"Installation, Maintenance, and Repair",0.6073,0.36,0.6258,0.9331,0.8011,Medium,actual,Postsecondary nondegree award,140920
49-2091,Avionics Technicians,49,"Installation, Maintenance, and Repair",0.6321,0.7,0.7258,0.493,0.4804,Medium,actual,Associate's degree,18830
49-2092,"Electric Motor, Power Tool, and Related Repairers",49,"Installation, Maintenance, and Repair",0.6683,0.76,0.68,0.6267,0.4594,Medium,actual,Postsecondary nondegree award,14450
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",49,"Installation, Maintenance, and Repair",0.7362,0.91,0.6192,0.9359,0.2017,High,actual,Postsecondary nondegree award,6940
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",49,"Installation, Maintenance, and Repair",0.4771,0.41,0.6875,0.3468,0.479,Medium,actual,Postsecondary nondegree award,65010
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",49,"Installation, Maintenance, and Repair",0.5478,0.38,0.7267,0.6504,0.5602,Medium,actual,Postsecondary nondegree award,20720
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",49,"Installation, Maintenance, and Repair",0.5825,0.61,0.6417,0.8064,0.112,Medium,actual,Postsecondary nondegree award,8550
49-2097,Audiovisual Equipment Installers and Repairers,49,"Installation, Maintenance, and Repair",0.5901,0.65,0.6283,0.8357,0.0392,Medium,actual,Postsecondary nondegree award,19780
49-2098,Security and Fire Alarm Systems Installers,49,"Installation, Maintenance, and Repair",0.6126,0.82,0.6483,0.1838,0.5714,Medium,actual,High school diploma or equivalent,86340
49-3011,Aircraft Mechanics and Service Technicians,49,"Installation, Maintenance, and Repair",0.6176,0.71,0.7783,0.4095,0.381,Medium,actual,Postsecondary nondegree award,138090
49-3021,Automotive Body and Related Repairers,49,"Installation, Maintenance, and Repair",0.6481,0.91,0.5475,0.4053,0.4412,Medium,actual,High school diploma or equivalent,149310
49-3022,Automotive Glass Installers and Repairers,49,"Installation, Maintenance, and Repair",0.4049,0.55,0.3083,0.4359,0.1373,Medium,actual,High school diploma or equivalent,20310
49-3023,Automotive Service Technicians and Mechanics,49,"Installation, Maintenance, and Repair",0.4993,0.59,0.5167,0.3565,0.4188,Medium,actual,Postsecondary nondegree award,704640
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,49,"Installation, Maintenance, and Repair",0.5795,0.73,0.6675,0.3426,0.3473,Medium,actual,High school diploma or equivalent,289960
49-3041,Farm Equipment Mechanics and Service Technicians,49,"Installation, Maintenance, and Repair",0.5408,0.75,0.5858,0.3238,0.1975,Medium,actual,High school diploma or equivalent,37870
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",49,"Installation, Maintenance, and Repair",0.4219,0.4,0.6917,0.1518,0.3908,Medium,actual,High school diploma or equivalent,176600
49-3043,Rail Car Repairers,49,"Installation, Maintenance, and Repair",0.7102,0.88,0.5333,0.7145,0.5462,High,actual,High school diploma or equivalent,21350
49-3051,Motorboat Mechanics and Service Technicians,49,"Installation, Maintenance, and Repair",0.5126,0.66,0.5617,0.422,0.1583,Medium,actual,High school diploma or equivalent,23220
49-3052,Motorcycle Mechanics,49,"Installation, Maintenance, and Repair",0.6526,0.79,0.6558,0.6657,0.2633,Medium,actual,Postsecondary nondegree award,13510
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,49,"Installation, Maintenance, and Repair",0.6041,0.93,0.5867,0.2716,0.2073,Medium,actual,High school diploma or equivalent,36060
49-3091,Bicycle Repairers,49,"Installation, Maintenance, and Repair",0.6179,0.94,0.51,0.4972,0.0994,Medium,actual,High school diploma or equivalent,12170
49-3092,Recreational Vehicle Service Technicians,49,"Installation, Maintenance, and Repair",0.4417,0.59,0.525,0.2967,0.1008,Medium,actual,High school diploma or equivalent,17430
49-3093,Tire Repairers and Changers,49,"Installation, Maintenance, and Repair",0.5459,0.7,0.5233,0.5292,0.1947,Medium,actual,High school diploma or equivalent,108410
49-9011,Mechanical Door Repairers,49,"Installation, Maintenance, and Repair",0.5636,0.91,0.465,0.2033,0.2843,Medium,actual,High school diploma or equivalent,27120
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",49,"Installation, Maintenance, and Repair",0.5823,0.63,0.6558,0.5891,0.3235,Medium,actual,High school diploma or equivalent,48240
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",49,"Installation, Maintenance, and Repair",0.4971,0.65,0.5833,0.1462,0.4132,Medium,actual,Postsecondary nondegree award,409670
49-9031,Home Appliance Repairers,49,"Installation, Maintenance, and Repair",0.5478,0.72,0.58,0.4387,0.1807,Medium,actual,High school diploma or equivalent,32150
49-9041,Industrial Machinery Mechanics,49,"Installation, Maintenance, and Repair",0.5334,0.67,0.5967,0.1894,0.5224,Medium,actual,High school diploma or equivalent,439640
49-9043,"Maintenance Workers, Machinery",49,"Installation, Maintenance, and Repair",0.6849,0.86,0.5183,0.8412,0.2871,Medium,actual,High school diploma or equivalent,60020
49-9044,Millwrights,49,"Installation, Maintenance, and Repair",0.6264,0.59,0.6875,0.6128,0.6401,Medium,actual,High school diploma or equivalent,40330
49-9045,"Refractory Materials Repairers, Except Brickmasons",49,"Installation, Maintenance, and Repair",0.6612,0.82,0.455,0.5404,0.7423,Medium,actual,High school diploma or equivalent,1080
49-9051,Electrical Power-Line Installers and Repairers,49,"Installation, Maintenance, and Repair",0.2374,0.097,0.3758,0.2646,0.3445,Low,actual,High school diploma or equivalent,131070
49-9052,Telecommunications Line Installers and Repairers,49,"Installation, Maintenance, and Repair",0.5902,0.49,0.6233,0.7507,0.5882,Medium,actual,High school diploma or equivalent,97720
49-9061,Camera and Photographic Equipment Repairers,49,"Installation, Maintenance, and Repair",0.7294,0.97,0.3933,0.9749,0.3207,High,actual,Associate's degree,1650
49-9062,Medical Equipment Repairers,49,"Installation, Maintenance, and Repair",0.3739,0.27,0.655,0.0571,0.605,Medium,actual,Associate's degree,65990
49-9063,Musical Instrument Repairers and Tuners,49,"Installation, Maintenance, and Repair",0.7264,0.91,0.4242,0.9248,0.4762,High,actual,High school diploma or equivalent,5380
